id,pt_in,pt_out,tt_in,tt_out,vf_fr,vf_td,vf_su,pt_in_s,pt_out_s,tt_in_s,tt_out_s,vf_fr_s,vf_td_s,vf_su_s
2305,2.93,2.38,18.12,30.1,0.0,0.0,3772639.0,2.93,2.38,18.12,30.1,0.0,6997.5,7108398.0
2306,2.77,2.38,17.93,28.45,0.0,0.0,3772639.0,2.77,2.38,17.93,28.45,0.0,6997.5,7108398.0
2307,2.88,2.38,18.14,27.16,0.0,0.0,3772639.0,2.88,2.38,18.14,27.16,0.0,6997.5,7108398.0
2308,2.81,2.38,18.33,26.02,0.0,0.0,3772639.0,2.81,2.38,18.33,26.02,0.0,6997.5,7108398.0
2309,2.76,2.38,18.54,25.82,0.0,0.0,3772639.0,2.76,2.38,18.54,25.82,0.0,6997.5,7108398.0
2310,2.71,2.37,18.64,25.46,0.0,0.0,3772639.0,2.71,2.37,18.64,25.46,0.0,6997.5,7108398.0
2311,2.67,2.36,18.96,25.73,0.0,0.0,3772639.0,2.67,2.36,18.96,25.73,0.0,6997.5,7108398.0
2312,2.67,2.36,19.32,25.5,0.0,0.0,3772639.0,2.67,2.36,19.32,25.5,0.0,6997.5,7108398.0
2313,2.67,2.36,19.58,25.74,0.0,0.0,3772639.0,2.67,2.36,19.58,25.74,0.0,6997.5,7108398.0
2314,2.88,2.34,18.65,24.98,0.0,0.0,3772639.0,2.88,2.34,18.65,24.98,0.0,6997.5,7108398.0
2315,2.98,2.34,18.61,24.69,0.0,0.0,3772639.0,2.98,2.34,18.61,24.69,0.0,6997.5,7108398.0
2316,2.91,2.34,19.26,25.05,0.0,0.0,3772639.0,2.91,2.34,19.26,25.05,0.0,0.0,7108398.0
2317,2.79,2.43,17.66,20.63,0.0,0.0,3772639.0,2.79,2.43,17.66,20.63,4093.52,4605.79,7113005.0
2318,2.8,2.5,17.83,21.58,0.0,0.0,3772639.0,2.8,2.5,17.83,21.58,3446.6,8348.68,7116748.0
2319,2.83,2.54,17.88,21.83,0.0,0.0,3772639.0,2.83,2.54,17.88,21.83,3234.41,11687.88,7120087.0
2320,2.77,2.55,17.81,24.17,0.0,0.0,3772639.0,2.77,2.55,17.81,24.17,0.0,14001.89,7122400.0
2321,2.97,2.5,19.94,25.84,0.0,0.0,3772639.0,2.97,2.5,19.94,25.84,0.0,14001.89,7122400.0
2322,2.9,2.5,20.47,27.06,0.0,0.0,3772639.0,2.9,2.5,20.47,27.06,0.0,14001.89,7122400.0
2323,2.82,2.5,21.07,27.85,0.0,0.0,3772639.0,2.82,2.5,21.07,27.85,0.0,14001.89,7122400.0
2324,2.73,2.5,20.64,27.31,0.0,0.0,3772639.0,2.73,2.5,20.64,27.31,0.0,14001.89,7122400.0
2325,2.65,2.5,19.69,27.22,0.0,0.0,3772639.0,2.65,2.5,19.69,27.22,0.0,14001.89,7122400.0
2326,2.83,2.49,18.87,27.03,0.0,0.0,3772639.0,2.83,2.49,18.87,27.03,0.0,14001.89,7122400.0
2327,2.93,2.49,18.52,26.8,0.0,0.0,3772639.0,2.93,2.49,18.52,26.8,0.0,14001.89,7122400.0
2328,2.86,2.44,18.55,26.58,0.0,0.0,3772639.0,2.86,2.44,18.55,26.58,0.0,14001.89,7122400.0
2329,2.72,2.44,18.55,26.51,0.0,0.0,3772639.0,2.72,2.44,18.55,26.51,0.0,14001.89,7122400.0
2330,2.7,2.44,18.81,26.47,0.0,0.0,3772639.0,2.7,2.44,18.81,26.47,0.0,14001.89,7122400.0
2331,2.94,2.44,19.43,26.26,0.0,0.0,3772639.0,2.94,2.44,19.43,26.26,0.0,14001.89,7122400.0
2332,2.87,2.43,19.67,25.94,0.0,0.0,3772639.0,2.87,2.43,19.67,25.94,0.0,14001.89,7122400.0
2333,2.81,2.43,19.44,25.64,0.0,0.0,3772639.0,2.81,2.43,19.44,25.64,0.0,14001.89,7122400.0
2334,2.75,2.43,19.04,25.28,0.0,0.0,3772639.0,2.75,2.43,19.04,25.28,0.0,14001.89,7122400.0
2335,2.9,2.43,19.65,25.28,0.0,0.0,3772639.0,2.9,2.43,19.65,25.28,0.0,14001.89,7122400.0
2336,2.94,2.41,19.39,25.23,0.0,0.0,3772639.0,2.94,2.41,19.39,25.23,0.0,14001.89,7122400.0
2337,2.89,2.41,19.51,25.45,0.0,0.0,3772639.0,2.89,2.41,19.51,25.45,0.0,14001.89,7122400.0
2338,2.8,2.41,19.22,25.92,0.0,0.0,3772639.0,2.8,2.41,19.22,25.92,0.0,14001.89,7122400.0
2339,2.79,2.4,20.45,27.14,0.0,0.0,3772639.0,2.79,2.4,20.45,27.14,0.0,14001.89,7122400.0
2340,2.78,2.4,21.79,28.92,0.0,0.0,3772639.0,2.78,2.4,21.79,28.92,0.0,14001.89,7122400.0
2341,2.7,2.5,18.0,22.91,0.0,0.0,3772639.0,2.7,2.5,18.0,22.91,4586.45,4810.11,7127216.0
2342,2.73,2.56,18.14,24.01,0.0,0.0,3772639.0,2.73,2.56,18.14,24.01,2818.15,8453.71,7130852.0
2343,2.75,2.59,18.23,24.39,0.0,0.0,3772639.0,2.75,2.59,18.23,24.39,3018.77,11328.63,7133730.0
2344,2.81,2.59,18.91,28.12,0.0,0.0,3772639.0,2.81,2.59,18.91,28.12,0.0,14000.96,7136401.0
2345,2.97,2.54,23.63,33.12,0.0,0.0,3772639.0,2.97,2.54,23.63,33.12,0.0,14000.96,7136401.0
2346,2.97,2.53,28.46,40.79,0.0,0.0,3772639.0,2.97,2.53,28.46,40.79,0.0,14000.96,7136401.0
2347,2.9,2.53,27.22,39.2,0.0,0.0,3772639.0,2.9,2.53,27.22,39.2,0.0,14000.96,7136401.0
2348,2.82,2.53,27.31,40.98,0.0,0.0,3772639.0,2.82,2.53,27.31,40.98,0.0,14000.96,7136401.0
2349,2.69,2.53,24.25,38.91,0.0,0.0,3772639.0,2.69,2.53,24.25,38.91,0.0,14000.96,7136401.0
2350,2.92,2.52,23.43,37.85,0.0,0.0,3772639.0,2.92,2.52,23.43,37.85,0.0,14000.96,7136401.0
2351,2.99,2.45,23.09,35.91,0.0,0.0,3772639.0,2.99,2.45,23.09,35.91,0.0,14000.96,7136401.0
2352,2.94,2.41,22.37,32.89,0.0,0.0,3772639.0,2.94,2.41,22.37,32.89,0.0,14000.96,7136401.0
2353,2.87,2.39,21.83,31.64,0.0,0.0,3772639.0,2.87,2.39,21.83,31.64,0.0,14000.96,7136401.0
2354,2.76,2.36,21.33,31.18,0.0,0.0,3772639.0,2.76,2.36,21.33,31.18,0.0,14000.96,7136401.0
2355,2.92,2.35,20.57,30.75,0.0,0.0,3772639.0,2.92,2.35,20.57,30.75,0.0,14000.96,7136401.0
2356,2.96,2.35,21.34,30.32,0.0,0.0,3772639.0,2.96,2.35,21.34,30.32,0.0,14000.96,7136401.0
2357,2.9,2.35,21.32,30.0,0.0,0.0,3772639.0,2.9,2.35,21.32,30.0,0.0,14000.96,7136401.0
2358,2.84,2.35,21.26,29.71,0.0,0.0,3772639.0,2.84,2.35,21.26,29.71,0.0,14000.96,7136401.0
2359,2.78,2.35,21.19,29.44,0.0,0.0,3772639.0,2.78,2.35,21.19,29.44,0.0,14000.96,7136401.0
2360,2.73,2.35,20.78,28.47,0.0,0.0,3772639.0,2.73,2.35,20.78,28.47,0.0,14000.96,7136401.0
2361,2.68,2.3,18.26,22.59,4209.36,5955.36,3778596.0,2.68,2.3,18.26,22.59,0.0,0.0,7154169.0
2362,2.76,2.38,18.32,23.03,4164.78,10177.33,3782818.0,2.76,2.38,18.32,23.03,0.0,0.0,7154169.0
2363,2.8,2.43,18.62,24.65,0.0,13970.88,3786610.0,2.8,2.43,18.62,24.65,0.0,0.0,7154169.0
2364,2.97,2.35,22.54,30.64,0.0,13970.88,3786610.0,2.97,2.35,22.54,30.64,0.0,0.0,7154169.0
2365,2.89,2.31,23.09,31.9,0.0,13970.88,3786610.0,2.89,2.31,23.09,31.9,0.0,0.0,7154169.0
2366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,2.77,2.58,19.03,28.94,2826.87,40817.51,4159748.0,2.77,2.58,19.03,28.94,0.0,0.0,7154169.0
2438,2.79,2.59,18.84,26.92,3624.89,44251.79,4163178.0,2.79,2.59,18.84,26.92,0.0,0.0,7154169.0
2439,2.77,2.6,18.3,24.87,3183.04,47748.81,4166679.0,2.77,2.6,18.3,24.87,0.0,0.0,7154169.0
2440,2.79,2.6,18.14,23.77,3283.57,51095.95,4170027.0,2.79,2.6,18.14,23.77,0.0,0.0,7154169.0
2441,2.93,2.55,18.74,26.65,0.0,52003.37,4170933.0,2.93,2.55,18.74,26.65,0.0,0.0,7154169.0
2442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,2.79,2.36,18.72,25.92,0.0,52003.37,4170933.0,2.79,2.36,18.72,25.92,0.0,0.0,7154169.0
2451,2.91,2.31,19.14,31.66,0.0,52003.37,4170933.0,2.91,2.31,19.14,31.66,0.0,0.0,7154169.0
2452,2.96,2.25,22.65,40.75,0.0,52003.37,4170933.0,2.96,2.25,22.65,40.75,0.0,0.0,7154169.0
2453,2.57,2.34,18.46,25.19,5872.78,7364.16,4178299.0,2.57,2.34,18.46,25.19,0.0,0.0,7154169.0
2454,2.6,2.39,18.88,26.99,5174.79,12801.11,4183740.0,2.6,2.39,18.88,26.99,0.0,0.0,7154169.0
2455,2.62,2.42,18.94,27.54,4258.6,17708.1,4188642.0,2.62,2.42,18.94,27.54,0.0,0.0,7154169.0
2456,2.6,2.41,18.84,27.86,3441.44,21461.54,4192396.0,2.6,2.41,18.84,27.86,0.0,0.0,7154169.0
2457,2.63,2.42,19.02,27.31,5011.11,26121.26,4197056.0,2.63,2.42,19.02,27.31,0.0,0.0,7154169.0
2458,2.68,2.47,19.0,27.24,4700.08,31011.73,4201942.0,2.68,2.47,19.0,27.24,0.0,0.0,7154169.0
2459,2.73,2.53,18.9,26.71,4268.89,35478.59,4206413.0,2.73,2.53,18.9,26.71,0.0,0.0,7154169.0
2460,2.77,2.58,18.75,26.02,3795.25,39475.36,4210409.0,2.77,2.58,18.75,26.02,0.0,0.0,7154169.0
2461,2.76,2.58,18.76,26.31,2995.03,41877.35,4212813.0,2.76,2.58,18.76,26.31,0.0,0.0,7154169.0
2462,2.78,2.61,18.56,25.69,2647.77,45275.88,4216210.0,2.78,2.61,18.56,25.69,0.0,0.0,7154169.0
2463,2.77,2.61,18.22,24.17,3296.02,48694.36,4219628.0,2.77,2.61,18.22,24.17,0.0,0.0,7154169.0
2464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2465,2.98,2.56,20.3,26.65,0.0,52718.86,4223652.0,2.98,2.56,20.3,26.65,0.0,0.0,7154169.0
2466,2.95,2.5,18.52,27.14,0.0,52718.86,4223652.0,2.95,2.5,18.52,27.14,0.0,0.0,7154169.0
2467,2.98,2.47,18.89,26.96,0.0,52718.86,4223652.0,2.98,2.47,18.89,26.96,0.0,0.0,7154169.0
2468,2.94,2.45,19.14,26.56,0.0,52718.86,4223652.0,2.94,2.45,19.14,26.56,0.0,0.0,7154169.0
2469,2.88,2.44,18.94,26.02,0.0,52718.86,4223652.0,2.88,2.44,18.94,26.02,0.0,0.0,7154169.0
2470,2.83,2.44,18.87,25.6,0.0,52718.86,4223652.0,2.83,2.44,18.87,25.6,0.0,0.0,7154169.0
2471,2.78,2.43,18.86,25.31,0.0,52718.86,4223652.0,2.78,2.43,18.86,25.31,0.0,0.0,7154169.0
2472,2.73,2.43,18.72,24.98,0.0,52718.86,4223652.0,2.73,2.43,18.72,24.98,0.0,0.0,7154169.0
2473,2.67,2.42,18.56,24.43,0.0,52718.86,4223652.0,2.67,2.42,18.56,24.43,0.0,0.0,7154169.0
2474,2.78,2.4,18.92,24.71,0.0,52718.86,4223652.0,2.78,2.4,18.92,24.71,0.0,0.0,7154169.0
2475,2.95,2.36,19.01,30.89,0.0,52718.86,4223652.0,2.95,2.36,19.01,30.89,0.0,0.0,7154169.0
2476,2.86,2.3,20.99,38.72,0.0,52718.86,4223652.0,2.86,2.3,20.99,38.72,0.0,0.0,7154169.0
2477,2.67,2.39,18.86,26.52,5084.52,9599.14,4233252.0,2.67,2.39,18.86,26.52,0.0,0.0,7154169.0
2478,2.64,2.43,18.98,27.67,4607.77,14642.36,4238296.0,2.64,2.43,18.98,27.67,0.0,0.0,7154169.0
2479,2.6,2.43,19.12,29.05,3640.22,18426.19,4242079.0,2.6,2.43,19.12,29.05,0.0,0.0,7154169.0
2480,2.62,2.44,19.26,29.08,4718.2,23427.33,4247078.0,2.62,2.44,19.26,29.08,0.0,0.0,7154169.0
2481,2.67,2.49,19.54,30.04,4543.34,28248.88,4251902.0,2.67,2.49,19.54,30.04,0.0,0.0,7154169.0
2482,2.72,2.54,19.59,30.38,4147.33,32065.59,4255719.0,2.72,2.54,19.59,30.38,0.0,0.0,7154169.0
2483,2.72,2.54,19.59,30.38,4147.33,32065.59,4255719.0,2.72,2.54,19.59,30.38,0.0,0.0,7154169.0
2484,2.81,2.61,19.41,29.43,2644.75,32258.5,4255913.0,2.81,2.61,19.41,29.43,0.0,0.0,7154169.0
2485,2.83,2.62,19.01,27.08,2440.35,35356.75,4259009.0,2.83,2.62,19.01,27.08,0.0,0.0,7154169.0
2486,2.8,2.61,18.62,26.06,2515.23,36871.0,4260524.0,2.8,2.61,18.62,26.06,0.0,0.0,7154169.0
2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,2.77,2.61,18.01,23.08,3527.95,44481.81,4268135.0,2.77,2.61,18.01,23.08,0.0,0.0,7154169.0
2489,2.77,2.61,18.03,23.03,3284.01,47859.74,4271496.0,2.77,2.61,18.03,23.03,0.0,0.0,7154169.0
2490,2.77,2.62,18.03,23.08,3658.34,51330.19,4274983.0,2.77,2.62,18.03,23.08,0.0,0.0,7154169.0
2491,2.9,2.64,19.6,24.99,0.0,53394.92,4277047.0,2.9,2.64,19.6,24.99,0.0,0.0,7154169.0
2492,2.9,2.63,19.6,26.63,0.0,53394.92,4277047.0,2.9,2.63,19.6,26.63,0.0,0.0,7154169.0
2493,2.99,2.62,20.57,27.48,0.0,53394.92,4277047.0,2.99,2.62,20.57,27.48,0.0,0.0,7154169.0
2494,2.99,2.62,20.57,27.48,0.0,53394.92,4277047.0,2.99,2.62,20.57,27.48,0.0,0.0,7154169.0
2495,2.99,2.62,20.57,27.48,0.0,53394.92,4277047.0,2.99,2.62,20.57,27.48,0.0,0.0,7154169.0
2496,2.99,2.62,20.57,27.48,0.0,53394.92,4277047.0,2.99,2.62,20.57,27.48,0.0,0.0,7154169.0
2497,2.99,2.62,20.57,27.48,0.0,53394.92,4277047.0,2.99,2.62,20.57,27.48,0.0,0.0,7154169.0
2498,2.99,2.62,20.57,27.48,0.0,53394.92,4277047.0,2.99,2.62,20.57,27.48,0.0,0.0,7154169.0
2499,2.7,2.49,19.24,29.07,3288.57,2390.01,4279438.0,2.7,2.49,19.24,29.07,0.0,0.0,7154169.0
2500,2.7,2.49,19.24,29.07,3288.57,2390.01,4279438.0,2.7,2.49,19.24,29.07,0.0,0.0,7154169.0
2501,2.59,2.44,19.61,31.27,1830.23,9368.91,4286416.0,2.59,2.44,19.61,31.27,0.0,0.0,7154169.0
2502,2.61,2.44,19.41,29.43,5876.48,14304.74,4291353.0,2.61,2.44,19.41,29.43,0.0,0.0,7154169.0
2503,2.67,2.5,19.47,29.76,5325.44,19917.74,4296966.0,2.67,2.5,19.47,29.76,0.0,0.0,7154169.0
2504,2.73,2.56,19.28,28.71,5018.06,25039.74,4302088.0,2.73,2.56,19.28,28.71,0.0,0.0,7154169.0
2505,2.79,2.62,19.16,28.46,4687.88,29804.99,4306853.0,2.79,2.62,19.16,28.46,0.0,0.0,7154169.0
2506,2.83,2.66,19.38,29.32,4293.64,34337.0,4311385.0,2.83,2.66,19.38,29.32,0.0,0.0,7154169.0
2507,2.85,2.68,18.97,27.9,3160.82,38099.55,4315147.0,2.85,2.68,18.97,27.9,0.0,0.0,7154169.0
2508,2.86,2.69,18.67,26.13,3765.39,41528.07,4318572.0,2.86,2.69,18.67,26.13,0.0,0.0,7154169.0
2509,2.86,2.69,18.43,24.9,3614.99,45231.73,4322280.0,2.86,2.69,18.43,24.9,0.0,0.0,7154169.0
2510,2.86,2.69,18.32,24.23,3488.67,48763.3,4325813.0,2.86,2.69,18.32,24.23,0.0,0.0,7154169.0
2511,2.86,2.69,18.25,23.99,3387.49,52246.67,4329294.0,2.86,2.69,18.25,23.99,0.0,0.0,7154169.0
2512,2.87,2.71,18.22,23.77,3146.03,55497.91,4332546.0,2.87,2.71,18.22,23.77,0.0,0.0,7154169.0
2513,2.92,2.75,18.3,23.76,3301.55,59076.42,4336124.0,2.92,2.75,18.3,23.76,0.0,0.0,7154169.0
2514,2.97,2.8,18.4,24.17,2756.88,62196.04,4339241.0,2.97,2.8,18.4,24.17,0.0,0.0,7154169.0
2515,3.01,2.84,18.35,23.88,2089.6,64622.27,4341670.0,3.01,2.84,18.35,23.88,0.0,0.0,7154169.0
2516,3.03,2.86,18.8,24.4,1350.84,66036.41,4343084.0,3.03,2.86,18.8,24.4,0.0,0.0,7154169.0
2517,3.05,2.87,19.49,25.12,0.0,67012.01,4344059.0,3.05,2.87,19.49,25.12,0.0,0.0,7154169.0
2518,3.03,2.86,19.65,26.09,0.0,67012.01,4344059.0,3.03,2.86,19.65,26.09,0.0,0.0,7154169.0
2519,2.9,2.84,18.86,26.68,0.0,67012.01,4344059.0,2.9,2.84,18.86,26.68,0.0,0.0,7154169.0
2520,2.79,2.81,20.88,33.75,0.0,67012.01,4344059.0,2.79,2.81,20.88,33.75,0.0,0.0,7154169.0
2521,2.91,2.76,24.79,42.74,0.0,67012.01,4344059.0,2.91,2.76,24.79,42.74,0.0,0.0,7154169.0
2522,2.9,2.73,25.78,39.23,0.0,1367.18,4345426.0,2.9,2.73,25.78,39.23,0.0,0.0,7154169.0
2523,2.84,2.68,32.41,51.69,0.0,1367.18,4345426.0,2.84,2.68,32.41,51.69,0.0,0.0,7154169.0
2524,2.78,2.61,34.25,35.03,777.4,1680.09,4345739.0,2.78,2.61,34.25,35.03,0.0,0.0,7154169.0
2525,2.66,2.5,31.51,27.58,1629.13,3383.4,4347443.0,2.66,2.5,31.51,27.58,0.0,0.0,7154169.0
2526,2.65,2.47,20.0,31.46,5578.06,6749.53,4350810.0,2.65,2.47,20.0,31.46,0.0,0.0,7154169.0
